// -----------------------------------------------------------------------------
// |#| TEAM: GxGaming | Meliodas - Supremo                 
// |#| Email:contato@gxgaming.com.br                  
// |#| https://gxgaming.com.br/              
// |#| https://discord.com/invite/53v77eZ8YD 
// |#| https://www.youtube.com/@gxgaming-d3q        
// -----------------------------------------------------------------------------
// # © 2010 - 2026 GxGaming Development
// # This file is part of the GxGaming MuOnline Server files.
// -----------------------------------------------------------------------------

0
//----------------------------------------------------------------------------------------------------------------------
//	Event Start Schedules
//----------------------------------------------------------------------------------------------------------------------
// [0]: Event Name
// [1]: Tempo De Anuncio De Inicio Do Evento (Minutos)
// [2]: Tempo Total Do Evento (Minutos)
// [3]: Tempo De Anuncio De Término Do Evento (Minutos)
// [4]: Account Level Require
// [5]: Tipo de Moeda Cobrada [0: Zen | 1 coin1 | 2: Coin2 | 3: Coin3]
// [6]: Valor cobrado por item
//----------------------------------------------------------------------------------------------------------------------
// [0]			       [1]	   [2]		[3]		[4]		[5]		[6]
//----------------------------------------------------------------------------------------------------------------------
	"Moss Merchant"		1		5		 1		 0		 1		 100
end

1
//----------------------------------------------------------------------------------------------------------------------
//	Schedules Manager
//----------------------------------------------------------------------------------------------------------------------
// [0]: Dia Da Semana	
// [1]: Hora	
// [2]: Minuto	
// [3]: Segundo	
//----------------------------------------------------------------------------------------------------------------------
// [0]	   [1]	   [2]	   [3]
//----------------------------------------------------------------------------------------------------------------------
	-1		17		59		0
	-1		04		50		0

end

2
//----------------------------------------------------------------------------------------------------------------------
//	Spawn Modules
//----------------------------------------------------------------------------------------------------------------------
// [0]: Index Do Mapa
// [1]: Cordenada X
// [2]: Cordenada Y
// [3]: Direção
// OBS: Maximo De Spawn é 5 Se Colocar mais que Isso Da Crash
//----------------------------------------------------------------------------------------------------------------------
// [0]		[1]		[2]		[3]
//----------------------------------------------------------------------------------------------------------------------
	3		173		112		 2
//	0		122		127		 3
end

3
//-------------------------------------------------------------------------------------------------------------------------------------------------------------------
//SectionType: 0:Swords | 1:Axes | 2:Mace/Scepters | 3:Spears/Lances | 4:Bows/CroosBows | 5:Staffs | 6:Shields 
//SectionType: 7:Armaduras Dark Wizard | 8:Armaduras Dark Knight | 9:Armaduras Fairy Elf | 10:Armaduras Magic Gladiator | 11:Armaduras Dark Lord | 12:Armaduras Misc
//-------------------------------------------------------------------------------------------------------------------------------------------------------------------

0
//----------------------------------------------------------------------------------------------------------------------
// [0]	  [0~512]  [0~15]	[0~15]	[0~10000] [0~10000]  [0~10000] [0~7]  [0~10000]	 [0~6]	[0~10000] [0~1000]
// Type   Index    MinLvL   MaxLvL    Skill     Luck      RateJol  AddJol  RateExc   AddExc  RateAnc  GlamberRate
//----------------------------------------------------------------------------------------------------------------------
	0	   0	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Short Sword
	0	   1	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Kris
	0	   2	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Rapier
	0	   4	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Sword Of Assassin
	0	   3	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Katana
	0	   6	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Gladius
	0	   7	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Falchion
	0	   8	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Serpant Sword
	0	   9	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Sword of Salamander
	0	   5	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Blade
	0	   10	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Light Saber
	0	   11	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Legendary Sword
	0	   13	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Double Blade
	0	   15	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Giant Sword
	0	   12	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Heliacal Sword
	0	   14	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Lightning Sword
	2	   5	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Crystal Sword
	0	   16	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Sword of Destruction
	0	   17	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Dark Breaker
	0	   18	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Thunder Blade
	0	   19	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Divine Sword of Archangel
	0	   20	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Knight Blade
	0	   21	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Dark Reign Blade
	0	   22	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Bone Blade
	0	   23	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Explosion Blade
	0	   24	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // DayBreak
	0	   25	   0	    6	      2500	   2500	       2500	     3	    9000	   4	  250	   250	      // Sword Dancer
