// -----------------------------------------------------------------------------
// |#| TEAM: GxGaming | Meliodas - Supremo                 
// |#| Email:contato@gxgaming.com.br                  
// |#| https://gxgaming.com.br/              
// |#| https://discord.com/invite/53v77eZ8YD 
// |#| https://www.youtube.com/@gxgaming-d3q        
// -----------------------------------------------------------------------------
// # © 2010 - 2026 GxGaming Development
// # This file is part of the GxGaming MuOnline Server files.
// -----------------------------------------------------------------------------

// -----------------------------------------------------------------------------------------------------------
// [00]  [000]    [0~13]      [0~255]      [0-1]         [0-1]        [0~7]       [0~63]      [Index]
// Type  Index   ItemLevel   Durability   SkillSwitch   LuckSwitch   Aditional   Excellent   SetOption   Comment
// -----------------------------------------------------------------------------------------------------------
	14	  115	    0	        255	        0	           0	        0	        0	       0
	14	  116	    0	        255	        0	           0	        0	        0	       0
	14	  117	    0	        255	        0	           0	        0	        0	       0
	14	  118	    0	        255	        0	           0	        0	        0	       0
	14	  119	    0	        255	        0	           0	        0	        0	       0
	14	  120	    0	        255	        0	           0	        0	        0	       0
	14	  121	    0	        255	        0	           0	        0	        0	       0
	14	  122	    0	        255	        0	           0	        0	        0	       0
	14	  123	    0	        255	        0	           0	        0	        0	       0
	14	  124	    0	        255	        0	           0	        0	        0	       0
	14	  125	    0	        255	        0	           0	        0	        0	       0
	14	  126	    0	        255	        0	           0	        0	        0	       0
	14	  127	    0	        255	        0	           0	        0	        0	       0
end


