// -----------------------------------------------------------------------------
// |#| TEAM: GxGaming | Meliodas - Supremo                 
// |#| Email:contato@gxgaming.com.br                  
// |#| https://gxgaming.com.br/              
// |#| https://discord.com/invite/53v77eZ8YD 
// |#| https://www.youtube.com/@gxgaming-d3q        
// -----------------------------------------------------------------------------
// # © 2010 - 2026 GxGaming Development
// # This file is part of the GxGaming MuOnline Server files.
// -----------------------------------------------------------------------------

0
//---------------------------------------------------------------------------------------------------------
// CastleSiege Mix [ Item Bag Modules ]				
//---------------------------------------------------------------------------------------------------------
// [20 Characters]		  [0/1]     [0~1000]	[0~10000]    [0~10000]    [0~10000]    [0~64]	  [0/1] 
// NameEventItemBag	      DropZen   QuantZen    RateDropZen  RateDropExc  RateDropAnc  QuantDrop  Fireworks
//---------------------------------------------------------------------------------------------------------
  "CastleSiege Mix"		  0	        1000000		0	         10000	      0	           1	        0
end

1
//-------------------
// DropRate [0~10000]
//-------------------
10000	
//---------------------------------------------------------------------------------------------
//			      [ Item Bag Drop Data ]				
//---------------------------------------------------------------------------------------------
// [0/15] [0~512] [0~15]   [0~15]	[0~100] 	[0~100]    [0~100]	 [0~7]	  [0~6]	     [0/1]
// Type   Index   MinLvL   MaxLvL   RateSkill   RateLuck   RateJol   AddJol   AddExc    Ancient
//---------------------------------------------------------------------------------------------
	0	   3	  0	        6	     50	        50	        50	       4	    0	       0	// Katana
	0	   5	  0	        6	     50	        50	        50	       4	    0	       0	// Blade
	0	   9	  0	        6	     50	        50	        50	       4	    0	       0	// Sword of Salamander
	0	   10	  0	        6	     50	        50	        50	       4	    0	       0	// Light Saber
	0	   13	  0	        6	     50	        50	        50	       4	    0	       0	// Double Blade
	3	   8	  0	        6	     50	        50	        50	       4	    0	       0	// Great Scythe
	4	   4	  0	        6	     50	        50	        50	       4	    0	       0	// Tiger Bow
	4	   9	  0	        6	     50	        50	        50	       4	    0	       0	// Golden Crossbow
	4	   11	  0	        6	     50	        50	        50	       4	    0	       0	// Light Crossbow
	4	   5	  0	        6	     50	        50	        50	       4	    0	       0	// Silver Bow
	4	   12	  0	        6	     50	        50	        50	       4	    0	       0	// Serpent Crossbow
	5	   0	  0	        6	     50	        50	        50	       4	    0	       0	// Skull Staff
	5	   2	  0	        6	     50	        50	        50	       4	    0	       0	// Serpent Staff
	5	   3	  0	        6	     50	        50	        50	       4	    0	       0	// Lightning Staff
	5	   4	  0	        6	     50	        50	        50	       4	    0	       0	// Gorgon Staff
	7	   0	  0	        6	     50	        50	        50	       4	    0	       0	// Bronze Helm
	7	   2	  0	        6	     50	        50	        50	       4	    0	       0	// Pad Helm
	7	   4	  0	        6	     50	        50	        50	       4	    0	       0	// Bone Helm
	7	   5	  0	        6	     50	        50	        50	       4	    0	       0	// Leather Helm
	7	   6	  0	        6	     50	        50	        50	       4	    0	       0	// Scale Helm
	7	   7	  0	        6	     50	        50	        50	       4	    0	       0	// Sphinx Helm
	7	   8	  0	        6	     50	        50	        50	       4	    0	       0	// Brass Helm
	7	   10	  0	        6	     50	        50	        50	       4	    0	       0	// Vine Helm
	7	   11	  0	        6	     50	        50	        50	       4	    0	       0	// Silk Helm
	7	   12	  0	        6	     50	        50	        50	       4	    0	       0	// Wind Helm
	8	   0	  0	        6	     50	        50	        50	       4	    0	       0	// Bronze Armor
	8	   2	  0	        6	     50	        50	        50	       4	    0	       0	// Pad Armor
	8	   4	  0	        6	     50	        50	        50	       4	    0	       0	// Bone Armor
	8	   5	  0	        6	     50	        50	        50	       4	    0	       0	// Leather Armor
