//==============================================================================||
//	-- [] GameShop Server							||
//==============================================================================||
//										||
// SGroup		: Special Group [0: None] [1: New] [2: Hot] [3: Sale]	||
// Type			: Item Type 	[0 ~ 14]				||
// Index		: Item Index 	[0 ~ 512]				||
// Level		: Item Level	[0 ~ 15]				||
// Skill		: Item Skill	[0 ~ 1]					||
// Luck			: Item Luck	[0 ~ 1]					||
// Option		: Item Option 	[0 ~ 7]					||
// OptExc		: Option Excellent 					||
// OptAnc		: Option Ancient					||
// ItemDur		: Item Durability					||
// ItemTime		: Time Item Duration					||
// DiscountGrup		: Id do Grupo de Desconto (consular em GameShopDiscount)||
// Price		: Item Price						||
//										||
//==============================================================================||


1  // -- [] Category Special Items
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||
	3		14	70	0	0	0	0	0	0	0	3600		-1		5
	3		14	71	0	0	0	0	0	0	0	3600		-1		5
	3		14	72	0	0	0	0	0	0	0	3600		-1		5
	3		14	73	0	0	0	0	0	0	0	3600		-1		5
	3		14	74	0	0	0	0	0	0	0	3600		-1		5
	3		14	75	0	0	0	0	0	0	0	3600		-1		5
	3		14	76	0	0	0	0	0	0	0	3600		-1		5
	3		14	77	0	0	0	0	0	0	0	3600		-1		5
	3		14	78	0	0	0	0	0	0	0	3600		-1		5
	3		14	79	0	0	0	0	0	0	0	3600		-1		5
	3		14	80	0	0	0	0	0	0	0	3600		-1		5
	3		14	81	0	0	0	0	0	0	0	3600		-1		5
	3		14	82	0	0	0	0	0	0	0	3600		-1		5
	3		14	83	0	0	0	0	0	0	0	3600		-1		5

	3		14	53	0	0	0	0	0	0	0	3600		-1		20  // Talisman of Luck
	3		14	54	0	0	0	0	0	0	0	3600		-1		10  // Chaos Card
	3		13	43	0	0	0	0	0	0	0	3600		-1		30  // Seal of Ascension
	3		13	44	0	0	0	0	0	0	0	3600		-1		50  // Seal of Wealth
	3		13	46	0	0	0	0	0	0	0	3600		-1		5  // Devil Square Ticket
	3		13	47	0	0	0	0	0	0	0	3600		-1		5  // Blood Castle Ticket
	3		13	48	0	0	0	0	0	0	0	3600		-1		5  // Kalima Ticket
	3		13	61	0	0	0	0	0	0	0	3600		-1		5  // Illusion Ticket

	3		13	54	0	0	0	0	0	0	0	3600		-1		10
	3		13	55	0	0	0	0	0	0	0	3600		-1		10
	3		13	56	0	0	0	0	0	0	0	3600		-1		10
	3		13	57	0	0	0	0	0	0	0	3600		-1		10
	3		13	58	0	0	0	0	0	0	0	3600		-1		10

	3		14	94	0	0	0	0	0	0	0	3600		-1		50


end

2  // -- [] Category Weapons
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||
	1		0		0		15	0		0		7		63		1		0		0			-1				130
	1		0	1	15	1	1	7	63	0	0	0		-1		130
	1		0	2	15	1	1	7	63	0	0	0		-1		130
	1		0	3	15	1	1	7	63	0	0	0		-1		130
	1		0	4	15	1	1	7	63	0	0	0		-1		130
	1		0	5	15	1	1	7	63	0	0	0		-1		130
	1		0	6	15	1	1	7	63	0	0	0		-1		130
	1		0	7	15	1	1	7	63	0	0	0		-1		130
	1		0	8	15	1	1	7	63	0	0	0		-1		130
	1		0	9	15	1	1	7	63	0	0	0		-1		130
	1		1	0	15	1	1	7	63	0	0	0		-1		130 	    
	1		1	1	15	1	1	7	63	0	0	0		-1		130  	   
	1		1	2	15	1	1	7	63	0	0	0		-1		130 	  
